,Address,Price per month €,Capacity,Link
5272,"77 Pipers Court, Hansfield Wood, Ongar, Dublin 15",1765.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-77-pipers-court-hansfield-wood-ongar-dublin-15/3411343
2346,"Apartment 92, The Bay",1765.0,"1 bedroom (1 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/Apartment-92-The-Bay/5492178
5275,"Boden Heath, Rathfarnham, Dublin 14",1768.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-boden-heath-rathfarnham-dublin-14/3435167
1048,"Dundaniel Road, Kilmore, Dublin 5",1768.0,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dundaniel-Road-Kilmore-Dublin-5/5248325/
93,"3 Brighton Lodge, Brighton Road , Foxrock, Foxrock, Dublin 18",1768.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/3-Brighton-Lodge-Brighton-Road--Foxrock-Foxrock-Dublin-18/5464090/
2380,"3 Brighton Lodge, Brighton Road , Foxrock",1768.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/3-Brighton-Lodge-Brighton-Road--Foxrock/5464090
678,"Juliet Square, St. Edmunds, Lucan, Co. Dublin, Lucan, Co. Dublin",1768.0,"2 bedrooms, 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Juliet-Square-St-Edmunds-Lucan-Co-Dublin-Lucan-Co-Dublin/5378493/
187,"Boden Heath, Rathfarnham, Dublin 14",1768.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Boden-Heath-Rathfarnham-Dublin-14/5474815/
5276,"3 Brighton Lodge, Brighton Road, Foxrock, Dublin 18",1768.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-3-brighton-lodge-brighton-road-foxrock-dublin-18/3434213
2919,Dundaniel Road,1768.0,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Dundaniel-Road/5248325
5277,"Juliet Square, St. Edmunds, Lucan, Co. Dublin",1768.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-juliet-square-st-edmunds-lucan-co-dublin/3424501
3888,"Juliet Square, St. Edmunds, Lucan, Co. Dublin",1768.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/juliet-square-st-edmunds-lucan-co-dublin/4510728
5278,"Dundaniel Road, Kilmore, Dublin 5",1768.0,"3 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-dundaniel-road-kilmore-dublin-5/3289867
2430,Boden Heath,1768.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Boden-Heath/5474815
4321,"13 The Orchard, 645 South Circular Road, Kilmainham,   Dublin 8",1770.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/13-the-orchard-645-south-circular-road-kilmainham-dublin-8/3539120
3186,"College House, Taylors Hill",1772.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/College-House-Taylors-Hill/4867511
1568,"College House, Taylors Hill, Rathfarnham, Dublin 14",1772.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/College-House-Taylors-Hill-Rathfarnham-Dublin-14/4867511/
5279,"College House, Taylors Hill, Rathfarnham, Dublin 14",1772.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-college-house-taylors-hill-rathfarnham-dublin-14/3228557
3669,"The Oaks, Rockfield, Dundrum, Dublin 16, Dublin",1774.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-oaks-rockfield-dundrum-dublin-16-dublin/4512750
5280,"The Oak, Rockfield, Dundrum, Dublin 14",1774.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-oak-rockfield-dundrum-dublin-14/3437557
3,"The Oak, Rockfield, Dundrum, Dublin 14",1774.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Oak-Rockfield-Dundrum-Dublin-14/5498542/
2324,"The Oak, Rockfield",1774.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/The-Oak-Rockfield/5498542
253,"10 Boyne House, Custom House Square, IFSC, Dublin 1",1775.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/10-Boyne-House-Custom-House-Square-IFSC-Dublin-1/5462051/
1606,"Hyde Court, Townsend Street, Dublin 2",1775.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Hyde-Court-Townsend-Street-Dublin-2/4816420/
3196,"Hyde Court, Townsend Street",1775.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Hyde-Court-Townsend-Street/4816420
5283,"Flat 3, 38/39 Wexford Street, Dublin 2",1775.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-flat-3-38-39-wexford-street-dublin-2/3421640
771,"Flat 3, 38/39 Wexford Street, Dublin 2",1775.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Flat-3-3839-Wexford-Street-Dublin-2/5350249/
5284,"10 Boyne House, Custom House Square, IFSC, Dublin 1",1775.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-10-boyne-house-custom-house-square-ifsc-dublin-1/3434112
5281,"Hyde Court, Townsend Street, Dublin 2",1775.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hyde-court-townsend-street-dublin-2/3222010
5282,"Apartment 210, Block 5, Parklands, Northwood, Santry, Dublin 9",1775.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-210-block-5-parklands-northwood-santry-dublin-9/3431333
415,"Apartment 210, Block 5, Parklands, Northwood, Santry, Dublin 9",1775.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-210-Block-5-Parklands-Northwood-Santry-Dublin-9/5436874/
3978,"Aungier Street, South City Centre, Dublin 2",1776.0,"1 bed, 1 bath, 50m 2, , Apartment",https://www.myhome.ie/rentals/brochure/aungier-street-south-city-centre-dublin-2/4348416
5285,"109A Hampton Lodge, Off Gracepark Road, Drumcondra, Dublin 3",1778.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-109a-hampton-lodge-off-gracepark-road-drumcondra-dublin-3/3260034
3112,"109A Hampton Lodge, Off Gracepark Road",1778.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/109A-Hampton-Lodge-Off-Gracepark-Road/5059424
1409,"109a Hampton Lodge, Off Gracepark Road, Drumcondra, Dublin 3",1778.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/109a-Hampton-Lodge-Off-Gracepark-Road-Drumcondra-Dublin-3/5059424/
3727,"109 A Hampton Lodge Drumcondra, Dublin 9, Dublin, D09KC43",1778.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/109-a-hampton-lodge-drumcondra-dublin-9-dublin-d09kc43/4124440
1244,"Windmere, Gilford Rd, Sandymount, Dublin 4",1780.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windmere-Gilford-Rd-Sandymount-Dublin-4/5169181/
1891,"Apt 10, Sherbourne Apartments, 26 Aungier Street, Dublin 2",1780.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apt-10-Sherbourne-Apartments-26-Aungier-Street-Dublin-2/3978019/
3021,"Windmere, Gilford Rd",1780.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Windmere-Gilford-Rd/5169181
3326,"Apt 10, Sherbourne Apartments, 26 Aungier Street",1780.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apt-10-Sherbourne-Apartments-26-Aungier-Street/3978019
2682,Ashleigh Court,1780.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Ashleigh-Court/5384622
652,"Ashleigh Court, Castleknock, Dublin 15",1780.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Ashleigh-Court-Castleknock-Dublin-15/5384622/
5287,"Apt 10, Sherbourne Apartments, 26 Aungier Street, Dublin 2",1780.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-10-sherbourne-apartments-26-aungier-street-dublin-2/2943200
5288,"Ashleigh Court, Castleknock, Dublin 15",1780.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ashleigh-court-castleknock-dublin-15/3425169
5286,"Windmere, Gilford Rd, Sandymount, Dublin 4",1780.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-windmere-gilford-rd-sandymount-dublin-4/3276811
5289,"Apartment 61, Kingscourt, Smithfield, Dublin 7",1785.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-61-kingscourt-smithfield-dublin-7/3423865
938,"Priors Gate, Tallaght, Dublin 24",1785.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Priors-Gate-Tallaght-Dublin-24/5296590/
696,"Apartment 61, Kingscourt, Smithfield, Dublin 7",1785.0,"2 bedrooms (2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-61-Kingscourt-Smithfield-Dublin-7/5372285/
5290,"Priors Gate, Tallaght, Dublin 24",1785.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-priors-gate-tallaght-dublin-24/3415436
5291,"Apartment 7, 34 Talbot Street, Dublin 1",1790.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-7-34-talbot-street-dublin-1/3216453
3214,"Apartment 7, 34 Talbot Street",1790.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-7-34-Talbot-Street/4772922
1634,"Apartment 7, 34 Talbot Street, Dublin 1",1790.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-7-34-Talbot-Street-Dublin-1/4772922/
5292,"Braeburn, The Orchard, Lucan, Co. Dublin",1795.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-braeburn-the-orchard-lucan-co-dublin/3288001
1533,"Brabazon Hall, Ardee Street, Dublin 8",1795.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Brabazon-Hall-Ardee-Street-Dublin-8/4902636/
5293,"Brabazon Hall, Ardee Street, Dublin 8",1795.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-brabazon-hall-ardee-street-dublin-8/3233719
2555,"Apt 4, 73 Talbot Street",1795.0,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apt-4-73-Talbot-Street/5440055
401,"Apt 4, 73 Talbot Street, Dublin 1",1795.0,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apt-4-73-Talbot-Street-Dublin-1/5440055/
3164,"Brabazon Hall, Ardee Street,",1795.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Brabazon-Hall-Ardee-Street/4902636
4234,"Pier 19, Ushers Island, South City Centre - D8, Dublin 8",1795.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/pier-19-ushers-island-south-city-centre-d8-dublin-8/4441467
5294,"Apt 4, 73 Talbot Street, Dublin 1",1795.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apt-4-73-talbot-street-dublin-1/3431676
1087,"Braeburn, The Orchard, Lucan, Co. Dublin",1795.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Braeburn-The-Orchard-Lucan-Co-Dublin/5239320/
4175,"Neptune by havitat, Honeypark, CO., Dun Laoghaire, Co. Dublin",1798.0,"1 bed, 1 bath, 58m 2, , Apartment",https://www.myhome.ie/rentals/brochure/neptune-by-havitat-honeypark-co-dun-laoghaire-co-dublin/4484081
5295,"Neptune by havitat, Honeypark, Dun Laoghaire, Co. Dublin",1798.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-neptune-by-havitat-honeypark-dun-laoghaire-co-dublin/2614195
3546,"1 Bedroom Apartment , Neptune by havitat, Honeypark, Dun Laoghaire, Co. Dublin",1798.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom-Apartment--Neptune-by-havitat-Honeypark-Dun-Laoghaire-Co-Dublin/2092439
2172,"1 Bedroom Apartment, Neptune By Havitat, Honeypark, Dun Laoghaire, Co. Dublin",1798.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Neptune-By-Havitat-Honeypark-Dun-Laoghaire-Co-Dublin/2092439/
5297,"James Plunkett House, Inchicore, Dublin 8",1799.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-james-plunkett-house-inchicore-dublin-8/3436100
2398,James Plunkett House,1799.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/James-Plunkett-House/5482920
120,"James Plunkett House, Inchicore, Dublin 8",1799.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/James-Plunkett-House-Inchicore-Dublin-8/5482920/
5316,"Apartment 3, 22 Hill Street, Dublin 1",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-3-22-hill-street-dublin-1/2944134
3832,"Richmond, North City Centre, Dublin 7",1800.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/richmond-north-city-centre-dublin-7/4506233
2614,"Marion Villas, Cork Street",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/Marion-Villas-Cork-Street/5419505
2355,"30 Ballintyre Grove, Ballinteer",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/30-Ballintyre-Grove-Ballinteer/5493220
1599,"12 Clyde House, Ballsbridge, Dublin 4",1800.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/12-Clyde-House-Ballsbridge-Dublin-4/4830162/
5401,"Newmarket Square, Wards Hill, Dublin 8",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-newmarket-square-wards-hill-dublin-8/3165522
5334,"Flat 1, 14 Aughrim Street, Dublin 7",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-1-14-aughrim-street-dublin-7/3154851
3814,"Northbank Apartments, Castleforbes Road, Dublin 1, Dublin 1, Dublin",1800.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/northbank-apartments-castleforbes-road-dublin-1-dublin-1-dublin/4481392
5317,"The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",1800.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-cedars-herbert-park-lane-ballsbridge-dublin-4/3287448
2995,"Bannow Road, Cabra West",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Bannow-Road-Cabra-West/5194926
5335,"Apartment 7, Block A, The Malthouse, Rialto, Dublin 8",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-7-block-a-the-malthouse-rialto-dublin-8/3283597
5332,"Apartment 35, Wellington Court, Dublin 7",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-35-wellington-court-dublin-7/2860100
5336,"80 Moy House, Custom House Square, IFSC, Dublin 1",1800.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-80-moy-house-custom-house-square-ifsc-dublin-1/3433916
5337,"Shrewsbury Court, Shrewsbury Lawn, Cabinteely, Dublin 18",1800.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shrewsbury-court-shrewsbury-lawn-cabinteely-dublin-18/3432567
5318,"18 Broomfield Mews, Malahide, Co. Dublin",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-18-broomfield-mews-malahide-co-dublin/3431422
1618,"17-19 Sycamore Street, Dublin 2",1800.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/17-19-Sycamore-Street-Dublin-2/4795376/
759,"The New Hardwicke, Church Street, Smithfield, Dublin 7",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-New-Hardwicke-Church-Street-Smithfield-Dublin-7/5356898/
5400,"28 Kingston Lodge, Clonliffe Road, Drumcondra, Dublin 3",1800.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-28-kingston-lodge-clonliffe-road-drumcondra-dublin-3/3431501
56,"30 Ballintyre Grove, Ballinteer, Ballinteer, Dublin 16",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/30-Ballintyre-Grove-Ballinteer-Ballinteer-Dublin-16/5493220/
317,"Apartment 18, Cassian Court South, Royal Canal Park, Ashtown, Ashtown, Dublin 15",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-18-Cassian-Court-South-Royal-Canal-Park-Ashtown-Ashtown-Dublin-15/5454120/
5331,"Apartment 126, The Gallery, Donabate, Co. Dublin",1800.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-126-the-gallery-donabate-co-dublin/3432164
5333,"Flat 1, 14 Aughrim Street, Dublin 7",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-flat-1-14-aughrim-street-dublin-7/3154851
5315,"29 Denzille Lane, Dublin 2",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-29-denzille-lane-dublin-2/3190395
598,"Fuel Yard, Church Street, Finglas, Dublin 11",1800.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Fuel-Yard-Church-Street-Finglas-Dublin-11/5397866/
2966,"Apartment 7, Block A, The Malthouse",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-7-Block-A-The-Malthouse/5218873
5690,"12 Clyde House, Ballsbridge, Dublin 4",1800.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-12-clyde-house-ballsbridge-dublin-4/3223490
5345,"Northbank Apartments, Castleforbes Road, Dublin 1",1800.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-northbank-apartments-castleforbes-road-dublin-1/2633384
4065,"Kings Court, Parnell Street, North City Centre, Dublin 1",1800.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/kings-court-parnell-street-north-city-centre-dublin-1/4503534
1229,"Waterville Terrace, Blanchardstown, Dublin 15",1800.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Waterville-Terrace-Blanchardstown-Dublin-15/5172629/
5312,"The Court Adamstown Tandys Lane, Adamstown, Co. Dublin",1800.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-court-adamstown-tandys-lane-adamstown-co-dublin/2926399
5691,"Aungier Street, Dublin 2",1800.0,Studio,https://www.daft.ie//for-rent/studio-apartment-aungier-street-dublin-2/1194522
607,"88 Rathgeal, Deansrath, Old Nangor Road, Clondalkin, Dublin 22",1800.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/88-Rathgeal-Deansrath-Old-Nangor-Road-Clondalkin-Dublin-22/5380031/
5311,"St Davids Court Castle Avenue Dublin 3, Clontarf, Dublin 3",1800.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-st-davids-court-castle-avenue-dublin-3-clontarf-dublin-3/3429725
1688,"10 Grove Park, Rathmines, Dublin 6",1800.0,"2 bedrooms (2 single), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/10-Grove-Park-Rathmines-Dublin-6/4668393/
748,"34 Fairview Close, Richmond Avenue, Dublin 3",1800.0,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/34-Fairview-Close-Richmond-Avenue-Dublin-3/5357548/
521,"Knocklyon Gate, Knocklyon, Dublin 16",1800.0,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Knocklyon-Gate-Knocklyon-Dublin-16/5419567/
5689,"Hampton Lodge Grace Park Road, Drumcondra, Dublin 9",1800.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hampton-lodge-grace-park-road-drumcondra-dublin-9/3245891
657,"Cluain Shee, Aiken\'s Village, Sandyford, Dublin 18",1800.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cluain-Shee-Aikens-Village-Sandyford-Dublin-18/5384333/
5405,"Abington Wood, Malahide, Co. Dublin",1800.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-abington-wood-malahide-co-dublin/2628735
1695,"Comeragh Road, Drimnagh, Dublin 12",1800.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Comeragh-Road-Drimnagh-Dublin-12/4646597/
832,"Bridge Water Quay, Islandbridge, Dublin 8",1800.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bridge-Water-Quay-Islandbridge-Dublin-8/5330800/
