,Address,Price per month €,Capacity,Link
1949,"Apartment 96, The Firs, Wintergarden, Pearse Stree, Dublin 2",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-96-The-Firs-Wintergarden-Pearse-Stree-Dublin-2/3693276/
3285,"Saint Patricks Court, Clanbrassil Street",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Saint-Patricks-Court-Clanbrassil-Street/4354187
4067,"96 Wintergarden, Pearse Street, South City Centre, Dublin 2",1750.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/96-wintergarden-pearse-street-south-city-centre-dublin-2/4482126
1259,"Convent Hall, Mount Saint Anne's, Milltown, Dublin 6",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Convent-Hall-Mount-Saint-Annes-Milltown-Dublin-6/5165158/
1156,"La Rochelle, Christchurch, Dublin 8",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/La-Rochelle-Christchurch-Dublin-8/5212470/
2735,Manor House,1750.0,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Manor-House/5362652
1904,"Palace Gardens, Dame Street, Dublin 2",1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Palace-Gardens-Dame-Street-Dublin-2/3934528/
3338,"The Hibernian, The Gasworks",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/The-Hibernian-The-Gasworks/3907685
3494,"1 Bedroom Apartment , Wolfe Tone Lofts by havitat, Wolfe Tone Street, Dublin 1, Co. Dublin",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom-Apartment--Wolfe-Tone-Lofts-by-havitat-Wolfe-Tone-Street-Dublin-1-Co-Dublin/5242929
2814,"16 Hunters Hall, Hunters Wood",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/16-Hunters-Hall-Hunters-Wood/5321801
1782,"Apartment 34, Block C, Earls Court, Dublin 8",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-34-Block-C-Earls-Court-Dublin-8/4450129/
4147,"13 Meade's Terrace , South City Centre, Dublin 2",1750.0,"1 bed, 1 bath, 41m 2, , Apartment",https://www.myhome.ie/rentals/brochure/13-meade-s-terrace-south-city-centre-dublin-2/4491591
151,"49 Murtagh Road, Stoneybatter, Stoneybatter, Dublin 7",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/49-Murtagh-Road-Stoneybatter-Stoneybatter-Dublin-7/5478049/
869,"16 Hunters Hall, Hunters Wood, Ballycullen, Dublin 16",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/16-Hunters-Hall-Hunters-Wood-Ballycullen-Dublin-16/5321801/
1770,"Cremorne, Terenure, Dublin 6",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cremorne-Terenure-Dublin-6/4483919/
2833,Blessington Street,1750.0,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Blessington-Street/5301011
1763,"Adelaide Square, Whitefriar Street, Dublin 2, Dublin 2",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Adelaide-Square-Whitefriar-Street-Dublin-2-Dublin-2/4493273/
4249,"20 Christchurch Place, Christchurch, Dublin 8",1750.0,"1 bed, 2 baths, 38m 2, , Apartment",https://www.myhome.ie/rentals/brochure/20-christchurch-place-christchurch-dublin-8/4431471
221,"Temple Gardens, Northwood, Santry, Dublin 9",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Temple-Gardens-Northwood-Santry-Dublin-9/5469579/
1711,"Bertram Court, Christchurch, Dublin 8",1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bertram-Court-Christchurch-Dublin-8/4575411/
1081,"Middle Gardiner street, Dublin 1",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Middle-Gardiner-street-Dublin-1/5239421/
3856,"Apt 14 The Cammock, Cammock Purcell , Kilmainham, Dublin 8",1750.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-14-the-cammock-cammock-purcell-kilmainham-dublin-8/4511113
4243,"Wolfe Tone Lofts by havitat, Dublin 1, Dublin",1750.0,"1 bed, 1 bath, 42m 2, , Apartment",https://www.myhome.ie/rentals/brochure/wolfe-tone-lofts-by-havitat-dublin-1-dublin/4438036
3031,"Fortunes Walk, Citywest, Co. Dublin",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Fortunes-Walk-Citywest-Co-Dublin/5166903
587,"Apartment 14, Cammock Purcell, Dublin 8",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-14-Cammock-Purcell-Dublin-8/5398820/
254,"Hampton Square, Dublin 7",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Hampton-Square-Dublin-7/5462024/
3493,"1 Bed , Vantage Phase 2, Central Park, , Leopardstown, Dublin 18, Co. Dublin",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bed--Vantage-Phase-2-Central-Park--Leopardstown-Dublin-18-Co-Dublin/4434468
2778,"Apartment 21, Rosemount Hall, Glandore Road",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-21-Rosemount-Hall-Glandore-Road/5339700
4008,"Fortunes Walk, Citywest, Dublin",1750.0,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/fortunes-walk-citywest-dublin/4507060
1024,"Parkgate Place, Dublin 8",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Parkgate-Place-Dublin-8/5260230/
3996,"The Kilns, Portmarnock, Dublin",1750.0,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-kilns-portmarnock-dublin/1987741
1652,"68 Mount Talbot, Highgrove, Clondalkin, Dublin 22",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/68-Mount-Talbot-Highgrove-Clondalkin-Dublin-22/4728493/
3372,"Apartment 96, The Firs, Wintergarden, Pearse Stree",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-96-The-Firs-Wintergarden-Pearse-Stree/3693276
4119,"Adelaide Square, Whitefriar Street, Dublin 2, Dublin",1750.0,"1 bed, Apartment",https://www.myhome.ie/rentals/brochure/adelaide-square-whitefriar-street-dublin-2-dublin/4496401
201,"Huxley Court, Cork Street, Dublin 8",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Huxley-Court-Cork-Street-Dublin-8/5473458/
3736,"St Patricks Court, Clanbrassil Street, Dublin 8, Dublin",1750.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/st-patricks-court-clanbrassil-street-dublin-8-dublin/4493452
1907,"The Hibernian, The Gasworks, Ballsbridge, Dublin 4",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Hibernian-The-Gasworks-Ballsbridge-Dublin-4/3907685/
2727,"Apartment 7, Ashleigh Court",1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-7-Ashleigh-Court/5362689
131,"11 Gardiner Place, Dublin 1",1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/11-Gardiner-Place-Dublin-1/5479771/
1418,"Sussex Road 2, Ballsbridge, Dublin 4",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Sussex-Road-2-Ballsbridge-Dublin-4/5054202/
1833,"Fitzwilliam Street Upper, Dublin 2",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Fitzwilliam-Street-Upper-Dublin-2/4297904/
3930,"Blessington Street, North City Centre, Dublin 7",1750.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/blessington-street-north-city-centre-dublin-7/4509569
3925,"24 Wolsey House, Kinsealy, Dublin",1750.0,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/24-wolsey-house-kinsealy-dublin/4507799
361,"Littlewood, Belarmine Avenue, Stepaside, Dublin 18",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Littlewood-Belarmine-Avenue-Stepaside-Dublin-18/5448414/
1820,"Saint Patricks Court, Clanbrassil Street, Dublin 8",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Saint-Patricks-Court-Clanbrassil-Street-Dublin-8/4354187/
1819,"The Richmond, North Brunswick Stret, Smithfield, Dublin 7",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Richmond-North-Brunswick-Stret-Smithfield-Dublin-7/4360447/
3416,"1 Bedroom Apartment , Santry Place , Swords Road , Santry, Dublin 9, Co. Dublin",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom-Apartment--Santry-Place--Swords-Road--Santry-Dublin-9-Co-Dublin/3234330
3899,"Castleknock, Dublin 15",1750.0,"2 beds, 1 bath",https://www.myhome.ie/rentals/brochure/castleknock-dublin-15/4510637
735,"Manor House, Malahide, Co. Dublin",1750.0,"2 bedrooms (1 double, 1 twin), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Manor-House-Malahide-Co-Dublin/5362652/
2254,"1 Bedroom Apts, Hanbury Mews, Hanbury Lane, Dublin 8",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apts-Hanbury-Mews-Hanbury-Lane-Dublin-8/2017303/
5225,"16 Hunters Hall, Hunters Wood, Ballycullen, Dublin 16",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-16-hunters-hall-hunters-wood-ballycullen-dublin-16/3418602
5224,"Apartment 7, Ashleigh Court, Castleknock, Dublin 15",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-7-ashleigh-court-castleknock-dublin-15/3423022
5223,"Holywell View, Kinsealy, Co. Dublin",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-holywell-view-kinsealy-co-dublin/3430661
5222,"Littlewood, Belarmine Avenue, Stepaside, Dublin 18",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-littlewood-belarmine-avenue-stepaside-dublin-18/3432300
5221,"68 Mount Talbot, Highgrove, Clondalkin, Dublin 22",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-68-mount-talbot-highgrove-clondalkin-dublin-22/3212337
5220,"Middle Gardiner street, Dublin 1",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-middle-gardiner-street-dublin-1/3288153
5219,"Convent Hall, Mount Saint Anne's, Milltown, Dublin 6",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-convent-hall-mount-saint-annes-milltown-dublin-6/3276153
664,"Block A1 Smithfield Village, Dublin 7",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Block-A1-Smithfield-Village-Dublin-7/5381680/
2021,"13 Meade\'s Terrace, Dublin 2",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/13-Meades-Terrace-Dublin-2/3104159/
2331,"15 Furry Park Court, Howth Road",1750.0,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/15-Furry-Park-Court-Howth-Road/5497272
2006,"1 Bedroom Apartment, Santry Place , Swords Road, Santry, Dublin 9",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Santry-Place--Swords-Road-Santry-Dublin-9/3234330/
5260,"Hanbury Mews, Hanbury Lane, Dublin 8",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apts-hanbury-mews-hanbury-lane-dublin-8/2287914
5262,"La Rochelle, Christchurch, Dublin 8",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-la-rochelle-christchurch-dublin-8/3283010
2082,"Apartment 2, 76 Aungier Street, Dublin 2",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-2-76-Aungier-Street-Dublin-2/2060992/
5263,"Parklands, Santry, Dublin 9",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-parklands-santry-dublin-9/3435506
2405,11 Gardiner Place,1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/11-Gardiner-Place/5479771
5264,"Sussex Road 2, Ballsbridge, Dublin 4",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-sussex-road-2-ballsbridge-dublin-4/3258786
5265,"Manor House, Malahide, Co. Dublin",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-manor-house-malahide-co-dublin/3422957
2411,"49 Murtagh Road, Stoneybatter",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/49-Murtagh-Road-Stoneybatter/5478049
5266,"Adelaide Square, Whitefriar Street, Dublin 2",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-adelaide-square-whitefriar-street-dublin-2/3187024
2420,Parklands,1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Parklands/5476718
2441,"Huxley Court, Cork Street",1750.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Huxley-Court-Cork-Street/5473458
725,"Apartment 7, Ashleigh Court, Castleknock, Dublin 15",1750.0,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-7-Ashleigh-Court-Castleknock-Dublin-15/5362689/
446,"Holywell View, Kinsealy, Co. Dublin",1750.0,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Holywell-View-Kinsealy-Co-Dublin/5431371/
14,"15 Furry Park Court, Howth Road, Clontarf, Dublin 3",1750.0,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/15-Furry-Park-Court-Howth-Road-Clontarf-Dublin-3/5497272/
3683,"Windmill Lodge, Crumlin,   Dublin 12",1750.0,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/windmill-lodge-crumlin-dublin-12/4509705
3687,"Apartment 118, Block 3, Parklands, Northwood, Santry,   Dublin 9",1750.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-118-block-3-parklands-northwood-santry-dublin-9/4501829
5258,"The Richmond, North Brunswick Stret, Smithfield, Dublin 7",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-richmond-north-brunswick-stret-smithfield-dublin-7/3172962
5226,"Westpark Gate, Tallaght, Dublin 24",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-westpark-gate-tallaght-dublin-24/3429464
5259,"Shelbourne Village, Dublin 4",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-shelbourne-village-dublin-4/3280056
5228,"Fairview Avenue, Fairview Lower, Fairview, Dublin 3",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fairview-avenue-fairview-lower-fairview-dublin-3/3427237
5250,"Fitzwilliam Street Upper, Dublin 2",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fitzwilliam-street-upper-dublin-2/3166792
5251,"Apartment 34, Block C, Earls Court, Dublin 8",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-34-block-c-earls-court-dublin-8/3182825
5249,"15 Furry Park Court, Howth Road, Clontarf, Dublin 3",1750.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-15-furry-park-court-howth-road-clontarf-dublin-3/3437452
5248,"Parkgate Place, Dublin 8",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-parkgate-place-dublin-8/3410970
5252,"Apartment 2, 76 Aungier Street, Dublin 2",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-2-76-aungier-street-dublin-2/2557663
2113,"1 Bedroom Apartment, Wolfe Tone Lofts By Havitat, Wolfe Tone Street, Dublin 1",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Wolfe-Tone-Lofts-By-Havitat-Wolfe-Tone-Street-Dublin-1/5242929/
5227,"49 Murtagh Road, Stoneybatter, Dublin 7",1750.0,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-49-murtagh-road-stoneybatter-dublin-7/3435712
5253,"Hampton Square, Dublin 7",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-hampton-square-dublin-7/3434048
5254,"The Hibernian, The Gasworks, Ballsbridge, Dublin 4",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-hibernian-the-gasworks-ballsbridge-dublin-4/2932652
5246,"Saint Patricks Court, Clanbrassil Street, Dublin 8",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-saint-patricks-court-clanbrassil-street-dublin-8/3171855
5245,"Blessington Street, Dublin 7",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-blessington-street-dublin-7/3416036
5244,"Stewart Hall, Parnell Street, Dublin 1",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-stewart-hall-parnell-street-dublin-1/3208046
5243,"Apartment 14, Cammock Purcell, Dublin 8",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-14-cammock-purcell-dublin-8/3427295
5255,"Cremorne, Terenure, Dublin 6",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-cremorne-terenure-dublin-6/3185808
2112,"1 Bed, Vantage Phase 2, Central Park, Leopardstown, Dublin 18",1750.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bed-Vantage-Phase-2-Central-Park-Leopardstown-Dublin-18/4434468/
5247,"Block A1 Smithfield Village, Dublin 7",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-block-a1-smithfield-village-dublin-7/3424777
2532,"Littlewood, Belarmine Avenue",1750.0,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Littlewood-Belarmine-Avenue/5448414
5231,"Temple Gardens, Northwood, Santry, Dublin 9",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-temple-gardens-northwood-santry-dublin-9/3434700
3670,"West End Gate D24, Tallaght,   Dublin 24",1750.0,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/west-end-gate-d24-tallaght-dublin-24/4494778
5232,"Huxley Court, Cork Street, Dublin 8",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-huxley-court-cork-street-dublin-8/3434919
5233,"11 Gardiner Place, Dublin 1",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-11-gardiner-place-dublin-1/3435926
5234,"Apartment 21, Rosemount Hall, Glandore Road, Drumcondra, Dublin 3",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-21-rosemount-hall-glandore-road-drumcondra-dublin-3/3420763
5229,"13 Meade's Terrace, Dublin 2",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-13-meades-terrace-dublin-2/2630942
5230,"Palace Gardens, Dame Street, Dublin 2",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-palace-gardens-dame-street-dublin-2/2937282
5257,"Apartment 96, The Firs, Wintergarden, Pearse Stree, Dublin 2",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-96-the-firs-wintergarden-pearse-stree-dublin-2/2898244
5241,"Vantage Phase 2, Central Park, Leopardstown, Dublin 18",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bed-vantage-phase-2-central-park-leopardstown-dublin-18/3180844
5238,"Wolfe Tone Lofts by havitat, Wolfe Tone Street, Dublin 1",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-wolfe-tone-lofts-by-havitat-wolfe-tone-street-dublin-1/3289218
5240,"Bertram Court, Christchurch, Dublin 8",1750.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-bertram-court-christchurch-dublin-8/3195664
5235,"Santry Place, Swords Road, Santry, Dublin 9",1750.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-santry-place-swords-road-santry-dublin-9/2761750
5256,"Fortunes Walk, Citywest, Co. Dublin",1750.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fortunes-walk-citywest-co-dublin/3276350
5267,"Leona Apartments, Honeypark, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1756.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-leona-apartments-honeypark-upper-glenageary-road-dun-laoghaire-co-dublin/2498968
2175,"1 Bedroom, Leona Apartments, Honeypark, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1756.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Leona-Apartments-Honeypark-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/2042559/
3549,"1 Bedroom , Leona Apartments, Honeypark, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1756.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom--Leona-Apartments-Honeypark-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/2042559
5204,"OCCU Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1760.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-1-bedroom-apartment-occu-abbot-court-cualanor-upper-glenageary-road-dun-laoghaire-co-dublin/3260499
1136,"117 Loreto Abbey, Rathfarnham, Dublin 14",1760.0,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/117-Loreto-Abbey-Rathfarnham-Dublin-14/5227767/
2010,"67-66 Jervis St D01 PX92, Dublin 1",1760.0,"2 bedrooms, 1 bathroom, furnished",https://www.rent.ie/houses-to-let/67-66-Jervis-St-D01-PX92-Dublin-1/3198297/
4040,"Occu Abbot Court, Cualanor, CODUBLIN, Dun Laoghaire, Co. Dublin",1760.0,"1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/occu-abbot-court-cualanor-codublin-dun-laoghaire-co-dublin/4505232
2165,"1 Bedroom Apartment, Occu Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1760.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/1-Bedroom-Apartment-Occu-Abbot-Court-Cualanor-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/5062147/
3539,"1 Bedroom Apartment, OCCU Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1760.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/1-Bedroom-Apartment-OCCU-Abbot-Court-Cualanor-Upper-Glenageary-Road-Dun-Laoghaire-Co-Dublin/5062147
5269,"67-66 Jervis St D01 PX92, Dublin 1",1760.0,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-67-66-jervis-st-d01-px92-dublin-1/2754195
4198,"67-66 Jervis St, Dublin 1, Dublin",1760.0,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/67-66-jervis-st-dublin-1-dublin/4470328
5270,"117 Loreto Abbey, Rathfarnham, Dublin 14",1760.0,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-117-loreto-abbey-rathfarnham-dublin-14/3284916
3742,"3 Cloonlara Square, Dublin 15, Dublin",1765.0,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/3-cloonlara-square-dublin-15-dublin/4508799
1021,"Apartment 3, Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",1765.0,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-3-Cloonlara-Square-Phoenix-Park-Racecourse-Castleknock-Dublin-15/5261638/
1008,"77 Pipers Court, Hansfield Wood, Ongar, Dublin 15",1765.0,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/77-Pipers-Court-Hansfield-Wood-Ongar-Dublin-15/5263924/
40,"Apartment 92, The Bay, Dublin 4",1765.0,"1 bedroom (1 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-92-The-Bay-Dublin-4/5492178/
5274,"Apartment 92, The Bay, Dublin 4",1765.0,"1 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-92-the-bay-dublin-4/3436975
5273,"Apartment 3, Cloonlara Square, Phoenix Park Racecourse, Castleknock, Dublin 15",1765.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-3-cloonlara-square-phoenix-park-racecourse-castleknock-dublin-15/3411075
5271,"82 South Central, Rockbrook, Sandyford, Dublin 18",1765.0,"1 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-82-south-central-rockbrook-sandyford-dublin-18/3182725
2894,"77 Pipers Court, Hansfield Wood",1765.0,"2 bedrooms (2 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/77-Pipers-Court-Hansfield-Wood/5263924
3268,"82 South Central, Rockbrook",1765.0,"1 bedroom (1 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/82-South-Central-Rockbrook/4448835
2905,"Apartment 3, Cloonlara Square, Phoenix Park Racecourse",1765.0,"1 bedroom (1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-3-Cloonlara-Square-Phoenix-Park-Racecourse/5261638
1783,"82 South Central, Rockbrook, Sandyford, Dublin 18",1765.0,"1 bedroom (1 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/82-South-Central-Rockbrook-Sandyford-Dublin-18/4448835/
