Address,Price per month €,Beds,Capacity,Link
"174 Kiltipper Gate, Tallaght,   Dublin 24",1950.0,2,"2 beds, 2 baths, 750m 2, , Apartment",https://www.myhome.ie/rentals/brochure/174-kiltipper-gate-tallaght-dublin-24/4522228
"Apartment 6, The Beeches, Clonshaugh, Dublin 17",1950.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-6-The-Beeches-Clonshaugh-Dublin-17/6147972/
"2 Bed apartment from, Citywest Quarter, Citywest, Citywest, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/2-Bed-apartment-from-Citywest-Quarter-Citywest-Citywest-Co-Dublin/3002690
"2 Annesley Bridge Road, Fairview, Dublin 3",1950.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/2-Annesley-Bridge-Road-Fairview-Dublin-3/6136447/
"Apartment 8, The Pines, The Vale, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-8-The-Pines-The-Vale/4518683
"2 Bed Apartment From, Citywest Quarter, Citywest, Citywest, Co. Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bed-Apartment-From-Citywest-Quarter-Citywest-Citywest-Co-Dublin/3002690/
"Apartment 121, Block 5, Harcourt Green, Dublin",1950.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Apartment-121-Block-5-Harcourt-Green/6175934
"U Hansfield, Station Road, Ongar, Dublin 15",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bed-apartment-u-hansfield-station-road-ongar-dublin-15/2947204
"Apartment 8, The Pines, The Vale, Citywest, Co. Dublin",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-8-the-pines-the-vale-citywest-co-dublin/3190024
"154/155 Capel Street, Dublin 1",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-154-155-capel-street-dublin-1/3539357
"Aran Court, Waterville, Blanchardstown, Dublin 15",1950.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-aran-court-waterville-blanchardstown-dublin-15/3497298
"Old Kilmainham Village, Bow Lane West, Dublin 8",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-old-kilmainham-village-bow-lane-west-dublin-8/3536426
"John's Court, Dublin 8",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-johns-court-dublin-8/3539467
"Apartment 6, The Beeches, Clonshaugh, Dublin 17",1950.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-6-the-beeches-clonshaugh-dublin-17/3531078
"8 HEYWOOD COURT, BLOCK A, NORTHWOOD, Santry, Dublin 9",1953.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-8-heywood-court-block-a-northwood-santry-dublin-9/3527713
"8 Heywood Court, Block A, Northwood, Santry, Dublin 9",1953.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/8-Heywood-Court-Block-A-Northwood-Santry-Dublin-9/6131785/
"8 HEYWOOD COURT, BLOCK A, NORTHWOOD,, Dublin",1953.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/8-HEYWOOD-COURT-BLOCK-A-NORTHWOOD/6131785
"Apt 8 Heywood Court, Northwood, Santry, Dublin 9",1953.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apt-8-heywood-court-northwood-santry-dublin-9/4527061
"84 Fishersman's Wharf, Ringsend, Dublin 4",1960.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/84-Fishersmans-Wharf-Ringsend-Dublin-4/6183728/
"84 Fishersman’s Wharf, Ringsend, Dublin 4",1960.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-84-fishersman-s-wharf-ringsend-dublin-4/3538559
"OCCU Abbot Court, Cualanor, Upper Glenageary Road, Dun Laoghaire, Co. Dublin",1974.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-2-bedroom-ground-floor-apartment-abbot-court-apartments-cualanor-upper-glenageary-dun-laoghaire-co-dublin/2314857
"2 Bedroom Ground Floor Apartment, Abbot Court Apartments, Cualanor, Upper Glenageary, Dun Laoghaire, Co. Dublin",1974.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/2-Bedroom-Ground-Floor-Apartment-Abbot-Court-Apartments-Cualanor-Upper-Glenageary-Dun-Laoghaire-Co-Dublin/2027784/
"Occu Abbot Court, Cualanor, Glenageary Road Upper, Dun Laoghaire, Co. Dublin",1974.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-abbot-court-cualanor-glenageary-road-upper-dun-laoghaire-co-dublin/4476265
"Abbot Court Apartments, Cualanor, Upper Glenageary, Dublin",1974.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Abbot-Court-Apartments-Cualanor-Upper-Glenageary/2027784
"Dean court, Dublin 2",1975.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dean-court-Dublin-2/6154015/
"Dean court, Dublin 2",1975.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-dean-court-dublin-2/3532591
"Dean court, Dublin 2, Co. Dublin",1975.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Dean-court-Dublin-2-Co-Dublin/6154015
"Glenmalure Square, Milltown, Dublin 6",1975.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/glenmalure-square-milltown-dublin-6/4524252
"Apartment 4, Block A, Henrietta House, Dublin 1",1976.0,2,"2 bedrooms (1 single, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-4-Block-A-Henrietta-House-Dublin-1/6166421/
"Apartment 4, Block A, Henrietta House, Dublin 1",1976.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-4-block-a-henrietta-house-dublin-1/3535373
"Windmill Lane Sir John Rogersons Quay, Dublin 2",1995.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windmill-Lane-Sir-John-Rogersons-Quay-Dublin-2/6084512/
"Windmill Lane Sir John Rogersons Quay, Dublin 2",1995.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-windmill-lane-sir-john-rogersons-quay-dublin-2/3516214
"92 Saul Road, Crumlin, Dublin 12",2000.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-92-saul-road-crumlin-dublin-12/3519971
"Greenville Place, Clanbrassil Street, Dublin 8",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-greenville-place-clanbrassil-street-dublin-8/3538917
"Northbank Apartments, Castleforbes Road, Dublin 1",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-unfurnished-classic-2-bedroom-apartment-northbank-apartments-castleforbes-road-dublin-1/3236873
"2 St Bridgets, Sunbury Court, Darty, Rathgar, Dublin 6",2000.0,2,"2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2-st-bridgets-sunbury-court-darty-rathgar-dublin-6/4258507
"Clonard Road , Crumlin, Dublin 12",2000.0,2,"2 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/clonard-road-crumlin-dublin-12/4463234
"Apartment 45, The Elm, Parkview, Stepaside, Dublin 18",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-45-the-elm-parkview-stepaside-dublin-18/3514249
"Two Bedroom Home , Bay Meadows , Hollystown , Hollystown, Dublin 15, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Two-Bedroom-Home--Bay-Meadows--Hollystown--Hollystown-Dublin-15-Co-Dublin/4360568
"Crosbies Yard, Ossory Road, Dublin",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-crosbies-yard-ossory-road/3538882
"Ballintyre Square, Ballinteer, Dublin 16",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-ballintyre-square-ballinteer-dublin-16/3520165
"Southgate Cork St, Dublin 8",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-southgate-cork-st-dublin-8/3541288
"Malahide Road, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Malahide-Road/2033590
"7 Sallymount Ave, Ranelagh, Dublin 6",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/flat-7-sallymount-ave-ranelagh-dublin-6/3540790
"86 Shrewsbury, Ballsbridge, Dublin 4",2000.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/86-shrewsbury-ballsbridge-dublin-4/4526360
"Garrison Mews, Cabinteely, Dublin 18",2000.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/garrison-mews-cabinteely-dublin-18/4498701
"Crosbies Yard, Ossory Road, Dublin 3, Dublin",2000.0,2,"2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/crosbies-yard-ossory-road-dublin-3-dublin/4529164
"Rossmore Rd, Ballyfermot, Dublin 10",2000.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-rossmore-rd-ballyfermot-dublin-10/3515149
"Vantage Phase 2, Central Park, Leopardstown, Dublin 18, Dublin 18, Dublin",2000.0,2,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/vantage-phase-2-central-park-leopardstown-dublin-18-dublin-18-dublin/4481368
"Cameron Street, South City Centre, Dublin 8",2000.0,2,"2 beds, 1 bath, , Terraced House",https://www.myhome.ie/rentals/brochure/cameron-street-south-city-centre-dublin-8/4520875
"Apartment 42, The Baily, Custom House Harbour, IFSC, Dublin 1",2000.0,2,"2 beds, 1 bath, 57m 2, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-42-the-baily-custom-house-harbour-ifsc-dublin-1/4529670
"Clonard Road, Crumlin, Dublin 12",2000.0,2,"2 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/clonard-road-crumlin-dublin-12/4516891
"Stradbrook Hall, Blackrock, Co. Dublin",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-stradbrook-hall-blackrock-co-dublin/3512119
"Apartment 65, The Windmill, Dublin 2,, IFSC, Dublin 1",2000.0,2,"2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-65-the-windmill-dublin-2-ifsc-dublin-1/4518897
"Villa Nova, Mt. Merrion Avenue, Blackrock, Co. Dublin",2000.0,2,"2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/villa-nova-mt-merrion-avenue-blackrock-co-dublin/4519715
"Unfurnished Classic 2 Bedroom Apartment, Northbank Apartments, Castleforbes Road, Dublin 1, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, unfurnished apartment",https://www.let.ie/property-to-rent/Unfurnished-Classic-2-Bedroom-Apartment-Northbank-Apartments-Castleforbes-Road-Dublin-1-Co-Dublin/4931977
"The Plaza, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/The-Plaza/5819238
"16 Sycamore Court, 75 Rathgar Road, Rathgar, Dublin 6",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-16-sycamore-court-75-rathgar-road-rathgar-dublin-6/3535426
"164 Rathborne Court, Ashtown, Dublin 15",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-164-rathborne-court-ashtown-dublin-15/3538172
"Harty Place, Dublin 8",2000.0,2,"2 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-harty-place-dublin-8/3532331
"Frascati Hall, Sweetmans Avenue, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Frascati-Hall-Sweetmans-Avenue/6192681
"7 Sallymount Ave, Ranelagh, Dublin 6, Co. Dublin",2000.0,2,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished flat",https://www.let.ie/property-to-rent/7-Sallymount-Ave-Ranelagh-Dublin-6-Co-Dublin/6194164
"Bay Meadows, Hollystown, Dublin 15",2000.0,2,"2 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-two-bedroom-home-bay-meadows-hollystown-dublin-15/3173135
"Cameron Street, Dublin 8",2000.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-cameron-street-dublin-8/3490840
"Apartment 1, Mellor Court, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Apartment-1-Mellor-Court/6195146
"86 Shrewsbury Ballsbridge Dublin 4, Ballsbridge, Dublin 4",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-86-shrewsbury-ballsbridge-dublin-4-ballsbridge-dublin-4/3523991
"The Hermitage, Malahide Road, Balgriffin, Dublin 13",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-spacious-2-bed-malahide-road-balgriffin-dublin-13/2328080
"Woodview Court, Stillorgan, Co. Dublin",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-woodview-court-stillorgan-co-dublin/3532327
"67 Lally Road, Ballyfermot, Dublin 10, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/67-Lally-Road-Ballyfermot-Dublin-10-Co-Dublin/6188024
"Frascati Hall, Sweetmans Avenue, Blackrock, Co. Dublin",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-frascati-hall-sweetmans-avenue-blackrock-co-dublin/3540295
"New Seskin Court, Tallaght, Dublin 24",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-new-seskin-court-tallaght-dublin-24/3534522
"Market Square, Dublin 7",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-market-square-dublin-7/3523315
"Parkgate Place, Dublin 8",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-parkgate-place-dublin-8/3490748
"Beechview, Kilteel Road, Rathcoole, Co. Dublin",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-beechview-kilteel-road-rathcoole-co-dublin/3540486
"The Cubes 8, Beacon South Quarter, Sandyford, Dublin 18",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-cubes-8-beacon-south-quarter-sandyford-dublin-18/3533101
"Apartment 1, Mellor Court, Dublin 1",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-1-mellor-court-dublin-1/3541063
"22 Stannaway Road Kimmage Dublin 12, Crumlin, Dublin 12",2000.0,2,"2 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-22-stannaway-road-kimmage-dublin-12-crumlin-dublin-12/3534211
"Summerfields Apartments, Irishtown, Dublin 4",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-summerfields-apartments-irishtown-dublin-4/3485428
"48 Rathdown Square, North Circular road, Dublin 7",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-48-rathdown-square-north-circular-road-dublin-7/3530155
"Fitzwilliam Quay, Ringsend, Dublin 4",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-fitzwilliam-quay-ringsend-dublin-4/3537871
"Apartment 74, Hybreasal House, Kilmainham, Dublin 8",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-74-hybreasal-house-kilmainham-dublin-8/3532248
"82 lower camden street, Dublin 2",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-82-lower-camden-street-dublin-2/3496813
"Greenville Place, Clanbrassil Street, Dublin 8, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Greenville-Place-Clanbrassil-Street-Dublin-8-Co-Dublin/6186073
"5 Wyckham Place, Wyckham Way, Dundrum, Dublin 16",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-5-wyckham-place-wyckham-way-dundrum-dublin-16/3533114
"Lower Kilmacud Road, Goatstown, Dublin 14",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-lower-kilmacud-road-goatstown-dublin-14/3524689
"Market Square, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/Market-Square/6114901
86 Shrewsbury Ballsbridge Dublin 4,2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/86-Shrewsbury-Ballsbridge-Dublin-4/6118006
"Lower Kilmacud Road, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Lower-Kilmacud-Road/6120367
"Villa Nova
Mt. Merrion Avenue
Blackrock, Blackrock, Co. Dublin",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-villa-nova-mt-merrion-avenue-blackrock-blackrock-co-dublin/3484705
"67 Lally Road, Ballyfermot, Dublin 10",2000.0,2,"2 Bed, 2 Bath, House",https://www.daft.ie//for-rent/house-67-lally-road-ballyfermot-dublin-10/3539316
"48 Rathdown Square, North Circular road, Dublin 7, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/property-to-rent/48-Rathdown-Square-North-Circular-road-Dublin-7-Co-Dublin/6144911
"Harty Place, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished house",https://www.let.ie/property-to-rent/Harty-Place/6152989
"Woodview Court, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished apartment",https://www.let.ie/short-term-rental/Woodview-Court/6152988
"Kilvere Park, Cypress Downs, Templeogue, Dublin 6w, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Kilvere-Park-Cypress-Downs-Templeogue-Dublin-6w-Co-Dublin/6153009
"92 Saul Road, Crumlin, Dublin 12",2000.0,2,"2 Bed, 1 Bath, House",https://www.daft.ie//for-rent/house-92-saul-road-crumlin-dublin-12/3540348
"The Cubes 8, Beacon South Quarter, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, unfurnished apartment",https://www.let.ie/property-to-rent/The-Cubes-8-Beacon-South-Quarter/6155971
"The Plaza, Ballymun, Dublin 9",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-the-plaza-ballymun-dublin-9/3479891
"5 Wyckham Place, Wyckham Way, Dundrum, Dublin 16, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/5-Wyckham-Place-Wyckham-Way-Dundrum-Dublin-16-Co-Dublin/6155980
"New Seskin Court, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/New-Seskin-Court/6161762
"Apartment 33, 52 Mountjoy Square South, Dublin 1",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-33-52-mountjoy-square-south-dublin-1/3535257
"crosbie yard ossory road, East Wall, Dublin 3",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-crosbie-yard-ossory-road-east-wall-dublin-3/3502435
"Kilvere Park, Cypress Downs, Templeogue, Dublin 6W",2000.0,2,"2 Bed, 2 Bath, Apartment",https://www.daft.ie//for-rent/apartment-kilvere-park-cypress-downs-templeogue-dublin-6w/3532365
"Apartment 74, Hybreasal House, Kilmainham, Dublin 8, Co. Dublin",2000.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom apartment",https://www.let.ie/property-to-rent/Apartment-74-Hybreasal-House-Kilmainham-Dublin-8-Co-Dublin/6152595
"Crosbies Yard, Ossory Road, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Crosbies-Yard-Ossory-Road/6186057
"Parkgate Place, Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished apartment",https://www.let.ie/property-to-rent/Parkgate-Place/5909031
"Cameron Street, Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished house",https://www.let.ie/property-to-rent/Cameron-Street/5910059
"Apartment 42, The Baily, Custom House Harbour Apartments, Dublin 1",2000.0,2,"2 Bed, 1 Bath, Apartment",https://www.daft.ie//for-rent/apartment-apartment-42-the-baily-custom-house-harbour-apartments-dublin-1/3541999
"Apartment 74, Hybreasal House, Kilmainham, Dublin 8",2000.0,2,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/Apartment-74-Hybreasal-House-Kilmainham-Dublin-8/6152595/
"Woodview Court, Stillorgan, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Woodview-Court-Stillorgan-Co-Dublin/6152988/
"Beechview, Kilteel Road, Rathcoole, Co. Dublin",2000.0,2,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Beechview-Kilteel-Road-Rathcoole-Co-Dublin/6193261/
